run_id,request_id,stimulus_id,baseline_id,source_dataset,annotation_perspective,model_provider,model_id,condition,repetition,temperature,top_p,seed,system_prompt_id,system_prompt_hash,prompt_id,prompt_hash,code_commit,config_hash,request_timestamp_utc,latency_ms,raw_response_text,response_timestamp_utc,parsed_valence,parsed_arousal,parse_status,failure_reason,attempt_history,baseline_V,baseline_A,delta_V,delta_A,R,id,split,V,A,D,text,V_scaled,A_scaled,v_cell,a_cell,ADA,ADA_excluded_reason,Euclidean_Distance_to_Human
20260824T141214Z_dryrun,bc1ce475-5430-4590-827f-3e3186197584,emobank_SemEval_1271,baseline_gpt-4o_rep01_block0,EmoBank,reader,dummy,gpt-4o,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:12:15.046570+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:12:15.046572+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,SemEval_1271,train,3.14,3.0,3.14,"Beauticians cut, curl, offer stroke-prevention info",0.07,0.0,1,1,0.8944271909999157,,0.4973932046178355
20260824T141214Z_dryrun,c4b0f01d-a60b-4d4d-998d-0a9e3e7799b6,emobank_110CYL072_836_851,baseline_gpt-4o_rep01_block0,EmoBank,reader,dummy,gpt-4o,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:12:15.046585+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:12:15.046586+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,110CYL072_836_851,train,3.87,3.25,3.5,Goodwill works.,0.435,0.125,2,1,0.7361279138773746,,0.3805916446797013
20260824T141214Z_dryrun,2247ab4e-11a1-495f-a2b7-6bd0a6e3e2c7,emobank_detroit_9593_9753,baseline_gpt-4o_rep01_block0,EmoBank,reader,dummy,gpt-4o,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:12:15.046633+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:12:15.046635+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,detroit_9593_9753,train,2.3,3.8,3.1,"You think I'm kidding, but I couldn't be more serious -- that Honda is a visceral reminder for people of how the American consumer has left Detroit in the dust.",-0.3500000000000001,0.3999999999999999,0,2,-0.925546956205677,,1.0700467279516348
20260824T141214Z_dryrun,615de5f0-ca16-4204-9f0e-dbf5f43da391,emobank_NYTnewswire9_5598_5682,baseline_gpt-4o_rep01_block0,EmoBank,reader,dummy,gpt-4o,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:12:15.046728+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:12:15.046730+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,NYTnewswire9_5598_5682,test,2.78,3.22,3.22,"He said that they had split the atom and that we were going to drop an atomic bomb,""",-0.1100000000000001,0.1100000000000001,1,1,-0.9486832980505138,,0.7083078426785914
20260824T141214Z_dryrun,cf3de125-dbbf-4eab-962d-d7d47adb0c3d,emobank_audubon1_7168_7287,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:12:15.054652+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:12:15.054653+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,audubon1_7168_7287,train,2.7,3.8,3.0,"First,sign and return your Petition to the Secretary of Agriculture immediately, to declare a firm and resounding “NO!”",-0.1499999999999999,0.3999999999999999,1,2,-0.732793491626299,,0.9192388155425116
20260824T141214Z_dryrun,3585949c-583f-4640-8735-5d060a0c7041,emobank_detroit_16391_16421,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:12:15.054682+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:12:15.054683+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,detroit_16391_16421,train,3.91,3.37,3.0,I find this topic fascinating.,0.455,0.185,2,1,0.6601146077286789,,0.43732139211339754
20260824T141214Z_dryrun,0bc3dcd4-a5c7-4145-a82f-c609eb301f8e,emobank_defenders5_31_47,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:12:15.054747+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:12:15.054748+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,defenders5_31_47,test,2.0,3.57,2.71,ALASKA EMERGENCY,-0.5,0.2849999999999999,0,1,-0.9985195471971505,,1.1341186004999653
20260824T141214Z_dryrun,2e1acc90-2482-4be4-944d-8ca09e0828c7,emobank_captured_moments_22417_22430,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:12:15.054809+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:12:15.054810+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,captured_moments_22417_22430,train,4.1,3.8,3.2,"""I love you.""",0.5499999999999998,0.3999999999999999,2,2,0.4603171644550003,,0.6519202405202648
20260824T141214Z_dryrun,e8215b12-c2a1-4890-a249-b05157c25eaf,emobank_Nathans_Bylichka_31628_31664,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:12:15.055486+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:12:15.055487+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,Nathans_Bylichka_31628_31664,test,3.0,2.25,2.75,This place is just a little of both.,0.0,-0.375,1,0,0.4472135954999579,,0.5153882032022076
20260824T141214Z_dryrun,6c91e2b0-65a9-459f-b2ad-517370d6edee,emobank_detroit_16320_16354,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:12:15.055546+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:12:15.055548+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,detroit_16320_16354,train,2.9,3.8,3.2,Don't forget about the back taxes!,-0.05,0.3999999999999999,1,2,-0.5547001962252291,,0.85146931829632
20260824T141214Z_dryrun,1536e77b-39ce-48c7-858d-068e489344f6,emobank_cable_spool_fort_116_125,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:12:15.055601+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:12:15.055602+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,cable_spool_fort_116_125,train,1.6,3.9,3.6,You suck.,-0.7,0.4499999999999999,0,2,-0.9942070475658493,,1.3892443989449805
20260824T141214Z_dryrun,126503fd-d772-42dd-8806-99b695b4d505,emobank_hotel-california_27718_27751,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:12:15.056273+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:12:15.056274+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,hotel-california_27718_27751,train,2.2,3.6,2.6,I was discouraged and frustrated.,-0.3999999999999999,0.3,0,1,-0.9838699100999075,,1.0547511554864493
20260824T141214Z_dryrun,e0f82b8d-aa57-416b-aa45-07c89f44caee,emobank_Nathans_Bylichka_3531_3576,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:12:15.056286+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:12:15.056287+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,Nathans_Bylichka_3531_3576,train,3.8,3.8,3.5,Even the city feels alive when spring comes.”,0.3999999999999999,0.3999999999999999,2,2,0.3162277660168379,,0.6576473218982952
20260824T141214Z_dryrun,628f645f-be99-449e-a819-ef8ba15a6a90,emobank_WhereToHongKong_59648_59721,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:12:15.056336+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:12:15.056337+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,WhereToHongKong_59648_59721,train,3.0,2.33,2.83,Dr. Sun Yat-sen (1866–1925) began his political career in Canton.,0.0,-0.3349999999999999,1,0,0.4472135954999579,,0.5071735403192875
20260824T141214Z_dryrun,6b77afb7-c636-4021-b1b7-b1e17d7cf1fa,emobank_SemEval_1271,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:12:15.056977+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:12:15.056978+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,SemEval_1271,train,3.14,3.0,3.14,"Beauticians cut, curl, offer stroke-prevention info",0.07,0.0,1,1,0.8944271909999157,,0.4973932046178355
20260824T141214Z_dryrun,44d9bfd6-caac-4a1f-bfb2-c51e00fa2e04,emobank_110CYL072_836_851,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:12:15.057038+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:12:15.057039+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,110CYL072_836_851,train,3.87,3.25,3.5,Goodwill works.,0.435,0.125,2,1,0.7361279138773746,,0.3805916446797013
20260824T141214Z_dryrun,6a3ac9ed-45c6-4887-bffd-2b2934675c63,emobank_detroit_9593_9753,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:12:15.057062+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:12:15.057063+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,detroit_9593_9753,train,2.3,3.8,3.1,"You think I'm kidding, but I couldn't be more serious -- that Honda is a visceral reminder for people of how the American consumer has left Detroit in the dust.",-0.3500000000000001,0.3999999999999999,0,2,-0.925546956205677,,1.0700467279516348
20260824T141214Z_dryrun,69e26ddb-de4a-44a1-8dd0-1fe5b117c674,emobank_NYTnewswire9_5598_5682,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:12:15.057760+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:12:15.057762+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,NYTnewswire9_5598_5682,test,2.78,3.22,3.22,"He said that they had split the atom and that we were going to drop an atomic bomb,""",-0.1100000000000001,0.1100000000000001,1,1,-0.9486832980505138,,0.7083078426785914
