id,split,V,A,D,text,V_scaled,A_scaled,v_cell,a_cell,stimulus_id
wsj_2465_2442_2614,test,2.14,3.43,2.71,"""Noriega has closed every independent newspaper, radio and television station and arrested, tortured or forced into exile a long list of reporters,"" the statement declared.",-0.42999999999999994,0.21500000000000008,0,1,emobank_wsj_2465_2442_2614
NYTnewswire9_8727_8750,train,2.2,3.5,2.9,"""We were all appalled,""",-0.3999999999999999,0.25,0,1,emobank_NYTnewswire9_8727_8750
detroit_2256_2334,train,2.3,3.1,3.0,"Houses and businesses are boarded up, painted up, bombed out and falling down.",-0.3500000000000001,0.050000000000000044,0,1,emobank_detroit_2256_2334
A_defense_of_Michael_Moore_20467_20597,train,2.2,3.2,3.1,"Had the boy's mother not been shipped to a ""welfare to work"" program, she might at least have had some time to spend with her son.",-0.3999999999999999,0.10000000000000009,0,1,emobank_A_defense_of_Michael_Moore_20467_20597
captured_moments_28049_28065,train,2.25,3.88,3.75,"""Never,"" I said.",-0.375,0.43999999999999995,0,2,emobank_captured_moments_28049_28065
lw1_1033_1057,train,1.88,4.12,3.38,Of all the impertinence!,-0.56,0.56,0,2,emobank_lw1_1033_1057
Madame_White_Snake_3473_3497,train,2.12,4.0,2.87,“disturbed and agitated”,-0.43999999999999995,0.5,0,2,emobank_Madame_White_Snake_3473_3497
The_Black_Willow_12929_13034,train,2.3,3.8,3.3,"""What in G-d's name could have possessed you to do such a thing,"" cried Arthur, nearly raising his voice.",-0.3500000000000001,0.3999999999999999,0,2,emobank_The_Black_Willow_12929_13034
detroit_9593_9753,train,2.3,3.8,3.1,"You think I'm kidding, but I couldn't be more serious -- that Honda is a visceral reminder for people of how the American consumer has left Detroit in the dust.",-0.3500000000000001,0.3999999999999999,0,2,emobank_detroit_9593_9753
Nathans_Bylichka_56572_56622,train,1.9,3.8,2.0,Hands closed on my neck and I felt my spine crack.,-0.55,0.3999999999999999,0,2,emobank_Nathans_Bylichka_56572_56622
A_defense_of_Michael_Moore_11775_12045,train,1.7,3.7,3.4,"This booing by the crowd, not mentioned with a single word in your transcript or your article, shows that the crowd was fully aware of the controversy they would cause by coming to Littleton after children were being killed there -- and they effectively said ""Fuck you"".",-0.65,0.3500000000000001,0,2,emobank_A_defense_of_Michael_Moore_11775_12045
hsus4_1520_1565,train,1.7,3.9,2.9,needless deaths that could have been stopped!,-0.65,0.44999999999999996,0,2,emobank_hsus4_1520_1565
Nathans_Bylichka_38047_38053,train,2.25,3.75,3.5,Fools!,-0.375,0.375,0,2,emobank_Nathans_Bylichka_38047_38053
hotel-california_22389_22419,train,2.0,3.67,2.22,Fact: Adrienne intimidated me.,-0.5,0.33499999999999996,0,2,emobank_hotel-california_22389_22419
defenders5_2473_2623,train,2.3,3.7,2.7,They are utterly out of step with their Alaska constituents ... the state agency that manages Alaska wildlife ... and the rest of the American public!,-0.3500000000000001,0.3500000000000001,0,2,emobank_defenders5_2473_2623
detroit_15207_15294,train,2.1,3.8,3.7,"You want to yell at which insurance company fucked up, or change a bedpan, so to speak?",-0.44999999999999996,0.3999999999999999,0,2,emobank_detroit_15207_15294
Fermentation_Eminent-Domain_5349_5372,train,1.8,4.0,4.0,And I am really pissed.,-0.6,0.5,0,2,emobank_Fermentation_Eminent-Domain_5349_5372
SemEval_640,train,2.2,3.8,3.3,Firms on alert for letter bombs,-0.3999999999999999,0.3999999999999999,0,2,emobank_SemEval_640
The_Black_Willow_16502_16537,train,2.1,3.7,3.3,"""Heavens, no,"" said Nathan, aghast.",-0.44999999999999996,0.3500000000000001,0,2,emobank_The_Black_Willow_16502_16537
Nathans_Bylichka_37816_37828,train,2.22,3.78,3.0,he screamed.,-0.3899999999999999,0.3899999999999999,0,2,emobank_Nathans_Bylichka_37816_37828
cable_spool_fort_116_125,train,1.6,3.9,3.6,You suck.,-0.7,0.44999999999999996,0,2,emobank_cable_spool_fort_116_125
Nathans_Bylichka_22420_22431,train,1.9,4.3,2.9,"“Oh, shit!”",-0.55,0.6499999999999999,0,2,emobank_Nathans_Bylichka_22420_22431
easy_money_11294_11394,train,2.1,3.7,2.4,"For some reason I thought of a giant clown face from a carnival ride, but it scared the hell out me.",-0.44999999999999996,0.3500000000000001,0,2,emobank_easy_money_11294_11394
The_Black_Willow_4372_4383,train,1.75,4.12,4.0,"""Damn you,""",-0.625,0.56,0,2,emobank_The_Black_Willow_4372_4383
detroit_11992_12207,train,2.0,3.8,3.2,"Have we really built a ""Great Society"" or is that all propaganda -- Bull Shiite to hush free thought, eyes to the flag, while our pockets and resources were raided by shysters, spin-meisters, schmucks and banksters?",-0.5,0.3999999999999999,0,2,emobank_detroit_11992_12207
detroit_13308_13320,train,2.3,3.9,3.7,I think not!,-0.3500000000000001,0.44999999999999996,0,2,emobank_detroit_13308_13320
cable_spool_fort_115_137,train,2.1,3.8,3.3,"""You suck."" Chad said.",-0.44999999999999996,0.3999999999999999,0,2,emobank_cable_spool_fort_115_137
Nathans_Bylichka_52097_52120,train,2.0,3.71,2.43,"Suddenly, Amy screamed.",-0.5,0.355,0,2,emobank_Nathans_Bylichka_52097_52120
Nathans_Bylichka_56058_56169,train,2.3,3.8,2.3,I raised the stake; he drew back the dagger for a slash that could doubtless open my neck from throat to spine.,-0.3500000000000001,0.3999999999999999,0,2,emobank_Nathans_Bylichka_56058_56169
Ohio_Steel_19152_19222,train,2.0,3.72,2.86,Black Monday was a devastating blow to an entire generation of people.,-0.5,0.3600000000000001,0,2,emobank_Ohio_Steel_19152_19222
captured_moments_28882_28898,train,1.67,3.67,2.44,This is torture.,-0.665,0.33499999999999996,0,2,emobank_captured_moments_28882_28898
audubon1_60_76,train,1.63,3.91,3.45,I’m outraged ...,-0.685,0.45500000000000007,0,2,emobank_audubon1_60_76
hotel-california_17786_17806,train,2.0,3.75,3.37,"“That's still dumb,”",-0.5,0.375,0,2,emobank_hotel-california_17786_17806
Nathans_Bylichka_57890_57977,train,2.33,4.0,2.89,"Rachel, her clothes torn and her face drawn, looked like she might cry when she saw me.",-0.33499999999999996,0.5,0,2,emobank_Nathans_Bylichka_57890_57977
SemEval_215,train,1.62,3.75,2.75,Toddler died from E. coli tainted spinach,-0.69,0.375,0,2,emobank_SemEval_215
detroit_3555_3589,train,1.7,3.9,2.2,I was actually afraid for my life.,-0.65,0.44999999999999996,0,2,emobank_detroit_3555_3589
SemEval_994,train,1.67,3.78,2.44,Collision on icy road kills 7,-0.665,0.3899999999999999,0,2,emobank_SemEval_994
captured_moments_34911_34954,dev,1.8,4.0,3.7,I threw a chair at him.,-0.6,0.5,0,2,emobank_captured_moments_34911_34954
The_Black_Willow_4372_4422,train,1.78,3.78,2.45,"""Damn you,"" he cried, ""will you never leave me be?",-0.61,0.3899999999999999,0,2,emobank_The_Black_Willow_4372_4422
cable_spool_fort_6006_6023,train,2.2,3.8,3.2,You didn't fight!,-0.3999999999999999,0.3999999999999999,0,2,emobank_cable_spool_fort_6006_6023
detroit_4319_4400,train,2.1,4.1,3.4,"We didn't slow down to take a photo, but I'll paraphrase: DON'T BURN HOUSES DOWN!",-0.44999999999999996,0.5499999999999998,0,2,emobank_detroit_4319_4400
Nathans_Bylichka_10078_10146,train,2.0,3.67,3.5,"I have to warn you, though, you won’t like what I have to tell you.”",-0.5,0.33499999999999996,0,2,emobank_Nathans_Bylichka_10078_10146
easy_money_6254_6342,train,2.0,3.7,2.6,Or maybe this guy was just a wacko who wanted to take me out on a dark road and kill me.,-0.5,0.3500000000000001,0,2,emobank_easy_money_6254_6342
The_Black_Willow_4463_4529,train,1.9,3.8,2.8,"He pounded his desk in vain, cursing the foul muse that drove him.",-0.55,0.3999999999999999,0,2,emobank_The_Black_Willow_4463_4529
captured_moments_5506_5538,train,1.3,4.4,3.5,"I hate it, despise it, abhor it!",-0.85,0.7000000000000002,0,2,emobank_captured_moments_5506_5538
Nathans_Bylichka_7597_7686,train,1.57,4.0,2.14,"My girlfriend has disappeared, I don’t even know where to start looking, and I need help!",-0.715,0.5,0,2,emobank_Nathans_Bylichka_7597_7686
Homosexuality_5297_5340,train,2.18,4.0,3.36,They also do not belong in a court of law!”,-0.4099999999999999,0.5,0,2,emobank_Homosexuality_5297_5340
defenders5_3431_3435,train,1.7,3.9,4.2,“NO”,-0.65,0.44999999999999996,0,2,emobank_defenders5_3431_3435
easy_money_13623_13705,dev,2.1,3.9,3.8,"""None,"" I said and slipped the knife into his neck right at the base of his skull.",-0.44999999999999996,0.44999999999999996,0,2,emobank_easy_money_13623_13705
A_defense_of_Michael_Moore_12034_12044,train,1.2,4.2,3.8,"""Fuck you""",-0.9,0.6000000000000001,0,2,emobank_A_defense_of_Michael_Moore_12034_12044
Nathans_Bylichka_11578_11605,train,2.0,3.8,2.9,That just unnerved me more.,-0.5,0.3999999999999999,0,2,emobank_Nathans_Bylichka_11578_11605
audubon1_7282_7287,train,2.0,3.89,3.11,“NO!”,-0.5,0.44500000000000006,0,2,emobank_audubon1_7282_7287
Nathans_Bylichka_2070_2112,train,3.1,1.8,3.1,I was feeling calm and private that night.,0.050000000000000044,-0.6,1,0,emobank_Nathans_Bylichka_2070_2112
wsj_0120_3120_3137,train,2.86,2.29,3.0,"""migrate to 900,""",-0.07000000000000006,-0.355,1,0,emobank_wsj_0120_3120_3137
Fermentation_HR5034_7908_8121,train,2.67,2.33,3.22,"""Over half the states have been sued challenging their alcohol laws. The lawsuits have attacked items such as commonsense safeguards that require a face-to-face transaction (needed for I.D. checks) to buy alcohol""",-0.16500000000000004,-0.33499999999999996,1,0,emobank_Fermentation_HR5034_7908_8121
Nathans_Bylichka_39817_39841,dev,3.0,2.27,3.09,The man closed his eyes.,0.0,-0.365,1,0,emobank_Nathans_Bylichka_39817_39841
hotel-california_21106_21113,train,2.9,2.2,2.9,Silent.,-0.050000000000000044,-0.3999999999999999,1,0,emobank_hotel-california_21106_21113
WhereToHongKong_59648_59721,train,3.0,2.33,2.83,Dr. Sun Yat-sen (1866–1925) began his political career in Canton.,0.0,-0.33499999999999996,1,0,emobank_WhereToHongKong_59648_59721
SemEval_801,train,3.14,2.29,3.29,Rice: U.S. won't pull plug on Iraq,0.07000000000000006,-0.355,1,0,emobank_SemEval_801
hotel-california_33370_33568,train,3.0,2.33,3.0,"The speed of sound in dry air at twenty degrees Celsius or sixty-eight degrees Fahrenheit is three hundred and forty-three meters per second, or one thousand one hundred twenty-five feet per second.",0.0,-0.33499999999999996,1,0,emobank_hotel-california_33370_33568
wwf12_31_148,dev,3.0,2.0,3.0,"December 7, 2000 FirstName LastName StreetNumber StreetName, CityName, StateName, ZipCode",0.0,-0.5,1,0,emobank_wwf12_31_148
hotel-california_33981_33997,train,3.0,2.33,3.11,Some other ship.,0.0,-0.33499999999999996,1,0,emobank_hotel-california_33981_33997
easy_money_4002_4130,train,2.9,2.3,2.8,"There was only one chair, so I sat on the edge of the bed as he handed me a book open to a picture of some sort of stone tablet.",-0.050000000000000044,-0.3500000000000001,1,0,emobank_easy_money_4002_4130
IntroHongKong_1558_1761,test,2.9,2.1,3.3,"But in fact, once news of the handover vanished from the front pages, the people of Hong Kong returned to their usual topics of conversation: the economy and the price of housing.",-0.050000000000000044,-0.44999999999999996,1,0,emobank_IntroHongKong_1558_1761
hotel-california_29929_29956,train,3.0,2.09,3.0,“I never thought about it.”,0.0,-0.45500000000000007,1,0,emobank_hotel-california_29929_29956
NYTnewswire7_7563_7623,train,3.0,2.25,2.88,She can be contacted at michellecole(at)news.oregonian.com.),0.0,-0.375,1,0,emobank_NYTnewswire7_7563_7623
Nathans_Bylichka_31628_31664,test,3.0,2.25,2.75,This place is just a little of both.,0.0,-0.375,1,0,emobank_Nathans_Bylichka_31628_31664
110CYL070_1325_1335,dev,3.0,2.3,2.8,"Sincerely,",0.0,-0.3500000000000001,1,0,emobank_110CYL070_1325_1335
WhereToHongKong_54465_54535,dev,3.1,2.3,3.1,The island is also the designated home of the University of East Asia.,0.050000000000000044,-0.3500000000000001,1,0,emobank_WhereToHongKong_54465_54535
Fermentation_HR5034_14155_14202,train,2.88,1.87,3.0,"arunrob@gmail.com October 13, 2010 at 12:39 PM",-0.06000000000000005,-0.565,1,0,emobank_Fermentation_HR5034_14155_14202
114CUL059_18_30,train,3.0,2.2,3.2,"July 25,1997",0.0,-0.3999999999999999,1,0,emobank_114CUL059_18_30
Nathans_Bylichka_34328_34342,train,3.0,2.29,2.71,Nepthys asked.,0.0,-0.355,1,0,emobank_Nathans_Bylichka_34328_34342
WhatToHongKong_3035_3172,train,3.2,2.2,3.2,"Pick up a copy of HKTA’s “The Official Dining, Entertainment & Shopping Directory” in which all member stores are listed.",0.10000000000000009,-0.3999999999999999,1,0,emobank_WhatToHongKong_3035_3172
110CYL071_18_35,train,3.0,2.2,2.8,"November 15, 1994",0.0,-0.3999999999999999,1,0,emobank_110CYL071_18_35
NYTnewswire1_268_471,train,3.12,2.25,3.0,"ANAHEIM, Calif. -- The Anaheim Angels got help where they felt they needed it most, agreeing to trade for Milwaukee Brewers outfielder Alex Ochoa only hours before Wednesday's nonwaiver trading deadline.",0.06000000000000005,-0.375,1,0,emobank_NYTnewswire1_268_471
20020731-nyt_8338_8605,train,2.9,3.3,3.1,"Even after the ethics committee admonished Torricelli on Tuesday night, one of his most important political supporters, Senate majority leader Tom Daschle, D-S.D., continued to defend him, stating that the panel had found Chang ""a witness wholly without credibility.""",-0.050000000000000044,0.1499999999999999,1,1,emobank_20020731-nyt_8338_8605
SemEval_220,train,2.9,2.7,3.0,Kentucky wants to ban alcohol inhalers,-0.050000000000000044,-0.1499999999999999,1,1,emobank_SemEval_220
WhatToHongKong_3286_3409,train,3.1,2.6,3.3,"If the goods are very valuable or fragile, it is a good idea to buy an all-risk insurance for the shipment.",0.050000000000000044,-0.19999999999999996,1,1,emobank_WhatToHongKong_3286_3409
easy_money_12701_12792,train,3.2,3.5,3.0,"Anywhere,"" he walked around the moai and came back wrestling with a big, heavy bar of gold.",0.10000000000000009,0.25,1,1,emobank_easy_money_12701_12792
SemEval_1469,dev,3.12,3.0,2.88,"Jet flips in snowstorm, none dead",0.06000000000000005,0.0,1,1,emobank_SemEval_1469
110CYL071_1548_1607,train,3.38,3.0,3.12,And then the pay-off begins for the entire community.,0.18999999999999995,0.0,1,1,emobank_110CYL071_1548_1607
wsj_0120_3486_3504,train,2.9,3.0,3.0,TIRED OF TRIMMING?,-0.050000000000000044,0.0,1,1,emobank_wsj_0120_3486_3504
wsj_0127_893_924,train,2.6,2.9,3.0,Sales fell 20% to #722 million.,-0.19999999999999996,-0.050000000000000044,1,1,emobank_wsj_0127_893_924
SemEval_791,train,2.83,2.83,3.0,What's behind the chopper crashes in Iraq,-0.08499999999999996,-0.08499999999999996,1,1,emobank_SemEval_791
Acephalous-Cant-believe_1575_1667,test,2.6,3.3,3.4,Just saying....it seems I have more life now then you have and we know how little I get out!,-0.19999999999999996,0.1499999999999999,1,1,emobank_Acephalous-Cant-believe_1575_1667
Nathans_Bylichka_9359_9422,train,2.9,3.0,3.0,"We have a lot of work ahead of us, and it’s best to start now.”",-0.050000000000000044,0.0,1,1,emobank_Nathans_Bylichka_9359_9422
cable_spool_fort_3696_3783,train,2.8,3.0,2.7,Pop had given Chad the sideways glance that promised hard labor when they made it home.,-0.10000000000000009,0.0,1,1,emobank_cable_spool_fort_3696_3783
SemEval_731,train,3.0,2.8,3.1,European Space Agency,0.0,-0.10000000000000009,1,1,emobank_SemEval_731
The_Black_Willow_10579_10679,train,2.83,2.83,3.33,"""You choose to write rather than become a fisherman or a carpenter, though you face such difficulty.",-0.08499999999999996,-0.08499999999999996,1,1,emobank_The_Black_Willow_10579_10679
aspca1_3578_3678,train,3.1,3.0,3.3,That is why I’m asking you to join the ASPCA today with your gift of $20 or more if at all possible.,0.050000000000000044,0.0,1,1,emobank_aspca1_3578_3678
Ant_Robot_13569_13617,train,3.0,2.7,3.0,Table of sensors and their relations to the ant.,0.0,-0.1499999999999999,1,1,emobank_Ant_Robot_13569_13617
WhatToHongKong_20835_21032,dev,3.11,2.78,2.89,Many Hong Kong residents and visitors take the express train to Guangzhou to play at the Guangzhou Luhu Golf and Country Club (Tel. 2317 1933 in Hong Kong or 020-8350 7777).,0.05499999999999994,-0.1100000000000001,1,1,emobank_WhatToHongKong_20835_21032
Nathans_Bylichka_27479_27562,train,3.0,2.38,3.5,It’s been in our collection for several years because only a human can activate it.,0.0,-0.31000000000000005,1,1,emobank_Nathans_Bylichka_27479_27562
Black_and_white_11121_11253,train,3.0,2.6,2.8,"In the 19th century it became fashionable for bourgeois women to dress in white, while men dressed in black (Wigley).",0.0,-0.19999999999999996,1,1,emobank_Black_and_white_11121_11253
Fermentation_Eminent-Domain_2027_2412,train,2.4,3.6,2.8,"Frankly, if I was making high end wine from the ""Sonoma Valley"", ""Sonoma Mountain"" or ""Sonoma Coast"" AVAs that depended in part on the quality recognition that comes wtih these AVAs, I'd be pissed that I'm forced now to put a place-name on my label that told my buyers nothing of real value about the wine behind my label and, in some cases, demonstrably lowered its perceived quality.",-0.30000000000000004,0.30000000000000004,1,1,emobank_Fermentation_Eminent-Domain_2027_2412
NWF1_2524_2601,dev,3.2,3.3,3.2,That’s what it’s all about securing a place for wildlife in the modern world.,0.10000000000000009,0.1499999999999999,1,1,emobank_NWF1_2524_2601
SemEval_924,train,3.2,3.2,3.1,South African trio share advantage,0.10000000000000009,0.10000000000000009,1,1,emobank_SemEval_924
hotel-california_30404_30455,train,3.38,3.0,3.25,"Well, we've got the perfect-size group right here.”",0.18999999999999995,0.0,1,1,emobank_hotel-california_30404_30455
NYTnewswire3_4664_4773,train,3.1,2.8,2.9,"Throughout the 500 processing steps, which typically last 20 days, the wafers are not touched by human hands.",0.050000000000000044,-0.10000000000000009,1,1,emobank_NYTnewswire3_4664_4773
The_Black_Willow_2435_2562,test,2.5,3.3,2.7,"The great, jaundiced eye stared down unblinkingly at the author, who gazed up through his window's tiny frame with trepidation.",-0.25,0.1499999999999999,1,1,emobank_The_Black_Willow_2435_2562
A_defense_of_Michael_Moore_26751_26959,train,2.6,2.9,3.0,"To trash Heston, it even uses the audio/video editor to assemble a Heston speech that Heston did not give, and sequences images and carefully highlighted text to spin the viewer's mind to a wrong conclusion.""",-0.19999999999999996,-0.050000000000000044,1,1,emobank_A_defense_of_Michael_Moore_26751_26959
20020731-nyt_37160_37272,train,3.0,3.0,3.0,"The ruling, which does not affect Nelson's guilty plea, sends the case back to the trial court for resentencing.",0.0,0.0,1,1,emobank_20020731-nyt_37160_37272
112C-L014_1289_1335,train,3.2,2.8,3.2,"We are a not-for-profit, multi-service agency.",0.10000000000000009,-0.10000000000000009,1,1,emobank_112C-L014_1289_1335
