run_id,request_id,stimulus_id,baseline_id,source_dataset,annotation_perspective,model_provider,model_id,condition,repetition,temperature,top_p,seed,system_prompt_id,system_prompt_hash,prompt_id,prompt_hash,code_commit,config_hash,request_timestamp_utc,latency_ms,raw_response_text,response_timestamp_utc,parsed_valence,parsed_arousal,parse_status,failure_reason,attempt_history,baseline_V,baseline_A,delta_V,delta_A,R,id,split,V,A,D,text,V_scaled,A_scaled,v_cell,a_cell,ADA,ADA_excluded_reason,Euclidean_Distance_to_Human
20260824T140014Z_dryrun,56c9430f-38eb-4792-98b6-d1aeb17e7e50,emobank_SemEval_1271,baseline_gpt-4o_rep01_block0,EmoBank,reader,dummy,gpt-4o,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:00:14.690389+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:00:14.690393+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,SemEval_1271,train,3.14,3.0,3.14,"Beauticians cut, curl, offer stroke-prevention info",0.07,0.0,1,1,0.8944271909999157,,0.4973932046178355
20260824T140014Z_dryrun,692a6d8d-6538-4e8c-b99e-95d35c86ddc9,emobank_110CYL072_836_851,baseline_gpt-4o_rep01_block0,EmoBank,reader,dummy,gpt-4o,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:00:14.690509+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:00:14.690513+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,110CYL072_836_851,train,3.87,3.25,3.5,Goodwill works.,0.435,0.125,2,1,0.7361279138773746,,0.3805916446797013
20260824T140014Z_dryrun,02d791f4-1d7a-41da-adf9-135b3fa92010,emobank_detroit_9593_9753,baseline_gpt-4o_rep01_block0,EmoBank,reader,dummy,gpt-4o,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:00:14.690684+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:00:14.690687+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,detroit_9593_9753,train,2.3,3.8,3.1,"You think I'm kidding, but I couldn't be more serious -- that Honda is a visceral reminder for people of how the American consumer has left Detroit in the dust.",-0.3500000000000001,0.3999999999999999,0,2,-0.925546956205677,,1.0700467279516348
20260824T140014Z_dryrun,3f27cfb8-b87e-4aac-b3e9-2a6bfe6ab3ce,emobank_NYTnewswire9_5598_5682,baseline_gpt-4o_rep01_block0,EmoBank,reader,dummy,gpt-4o,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:00:14.690799+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:00:14.690802+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,NYTnewswire9_5598_5682,test,2.78,3.22,3.22,"He said that they had split the atom and that we were going to drop an atomic bomb,""",-0.1100000000000001,0.1100000000000001,1,1,-0.9486832980505138,,0.7083078426785914
20260824T140014Z_dryrun,337d6d8e-ac43-4155-b425-2f8349ae15e0,emobank_audubon1_7168_7287,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:00:14.697675+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:00:14.697681+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,audubon1_7168_7287,train,2.7,3.8,3.0,"First,sign and return your Petition to the Secretary of Agriculture immediately, to declare a firm and resounding “NO!”",-0.1499999999999999,0.3999999999999999,1,2,-0.732793491626299,,0.9192388155425116
20260824T140014Z_dryrun,955af4b2-902c-4ae5-b068-f3da7188acc9,emobank_detroit_16391_16421,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:00:14.698361+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:00:14.698365+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,detroit_16391_16421,train,3.91,3.37,3.0,I find this topic fascinating.,0.455,0.185,2,1,0.6601146077286789,,0.43732139211339754
20260824T140014Z_dryrun,85f07e06-62f8-441c-a010-32731aa02798,emobank_defenders5_31_47,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:00:14.698539+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:00:14.698542+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,defenders5_31_47,test,2.0,3.57,2.71,ALASKA EMERGENCY,-0.5,0.2849999999999999,0,1,-0.9985195471971505,,1.1341186004999653
20260824T140014Z_dryrun,6fdea922-cf30-4209-9a3d-fcb90813334d,emobank_captured_moments_22417_22430,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:00:14.698624+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:00:14.698628+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,captured_moments_22417_22430,train,4.1,3.8,3.2,"""I love you.""",0.5499999999999998,0.3999999999999999,2,2,0.4603171644550003,,0.6519202405202648
20260824T140014Z_dryrun,25e8bacf-6be7-4e63-a86f-87633825aa2d,emobank_Nathans_Bylichka_31628_31664,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:00:14.698743+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:00:14.698746+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,Nathans_Bylichka_31628_31664,test,3.0,2.25,2.75,This place is just a little of both.,0.0,-0.375,1,0,0.4472135954999579,,0.5153882032022076
20260824T140014Z_dryrun,3b6a409f-b558-48d0-9ac6-cd47a5634e83,emobank_detroit_16320_16354,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:00:14.699403+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:00:14.699406+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,detroit_16320_16354,train,2.9,3.8,3.2,Don't forget about the back taxes!,-0.05,0.3999999999999999,1,2,-0.5547001962252291,,0.85146931829632
20260824T140014Z_dryrun,4914ef5d-d07c-40cc-ac1c-3adcbe937dad,emobank_cable_spool_fort_116_125,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:00:14.699461+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:00:14.699464+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,cable_spool_fort_116_125,train,1.6,3.9,3.6,You suck.,-0.7,0.4499999999999999,0,2,-0.9942070475658493,,1.3892443989449805
20260824T140014Z_dryrun,8f5ae1c1-4fbe-40b9-91c4-e26df480958c,emobank_hotel-california_27718_27751,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:00:14.699570+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:00:14.699574+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,hotel-california_27718_27751,train,2.2,3.6,2.6,I was discouraged and frustrated.,-0.3999999999999999,0.3,0,1,-0.9838699100999075,,1.0547511554864493
20260824T140014Z_dryrun,b97682cc-70f7-498f-961b-14915c5ab1b1,emobank_Nathans_Bylichka_3531_3576,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:00:14.700343+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:00:14.700346+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,Nathans_Bylichka_3531_3576,train,3.8,3.8,3.5,Even the city feels alive when spring comes.”,0.3999999999999999,0.3999999999999999,2,2,0.3162277660168379,,0.6576473218982952
20260824T140014Z_dryrun,e6a83511-7119-47b2-a6df-79c4b6e5ffb5,emobank_WhereToHongKong_59648_59721,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:00:14.701893+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:00:14.701896+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,WhereToHongKong_59648_59721,train,3.0,2.33,2.83,Dr. Sun Yat-sen (1866–1925) began his political career in Canton.,0.0,-0.3349999999999999,1,0,0.4472135954999579,,0.5071735403192875
20260824T140014Z_dryrun,ca6c9a6f-db7e-4bc2-881b-c1c795bb3d49,emobank_SemEval_1271,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:00:14.702614+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:00:14.702617+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,SemEval_1271,train,3.14,3.0,3.14,"Beauticians cut, curl, offer stroke-prevention info",0.07,0.0,1,1,0.8944271909999157,,0.4973932046178355
20260824T140014Z_dryrun,ad79f7dd-3dac-4383-96ba-33fba2634dfa,emobank_110CYL072_836_851,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:00:14.703344+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:00:14.703347+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,110CYL072_836_851,train,3.87,3.25,3.5,Goodwill works.,0.435,0.125,2,1,0.7361279138773746,,0.3805916446797013
20260824T140014Z_dryrun,27f12952-8aef-4c15-a5e6-ca1583214c2d,emobank_detroit_9593_9753,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:00:14.704708+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:00:14.704712+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,detroit_9593_9753,train,2.3,3.8,3.1,"You think I'm kidding, but I couldn't be more serious -- that Honda is a visceral reminder for people of how the American consumer has left Detroit in the dust.",-0.3500000000000001,0.3999999999999999,0,2,-0.925546956205677,,1.0700467279516348
20260824T140014Z_dryrun,64a6b9b1-8c8e-4f25-9511-bac8dbad3019,emobank_NYTnewswire9_5598_5682,baseline_gpt-4o-mini_rep01_block0,EmoBank,reader,dummy,gpt-4o-mini,post_reported_va,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,6ba25f1,68db600db7e6d445ab7bc4afbb265c22f5d87a907d1020cbd5102ce079c64cd1,2026-08-24T14:00:14.705433+00:00,120,"{""valence"": 7, ""arousal"": 4}",2026-08-24T14:00:14.705437+00:00,0.5,-0.25,success,,"[{'attempt_no': 1, 'status': 'success'}]",0.0,0.0,0.5,-0.25,0.5590169943749475,NYTnewswire9_5598_5682,test,2.78,3.22,3.22,"He said that they had split the atom and that we were going to drop an atomic bomb,""",-0.1100000000000001,0.1100000000000001,1,1,-0.9486832980505138,,0.7083078426785914
