run_id,request_id,stimulus_id,baseline_id,source_dataset,annotation_perspective,model_provider,model_id,condition,repetition,temperature,top_p,seed,system_prompt_id,system_prompt_hash,prompt_id,prompt_hash,parsed_valence,parsed_arousal,raw_response_text,parse_status,failure_reason,request_timestamp_utc,response_timestamp_utc,latency_ms,code_commit,config_hash,baseline_V,baseline_A,delta_V,delta_A,R,id,split,V,A,D,text,V_reader_scaled,A_reader_scaled,DA,DA_excluded_reason,Euclidean_Distance_to_Human
20260824T124421Z_dryrun,5e3b6412-f9ac-4700-aab9-6e020d22a962,emobank_110CYL072_836_851,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.438516+00:00,2026-08-24T12:44:22.438524+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,110CYL072_836_851,train,3.87,3.25,3.5,Goodwill works.,0.435,0.125,0.7361279138773746,,0.3805916446797013
20260824T124421Z_dryrun,9d38f3ef-8fe8-4981-8ece-f8498f2c33b6,emobank_detroit_16391_16421,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.438516+00:00,2026-08-24T12:44:22.438524+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,detroit_16391_16421,train,3.91,3.37,3.0,I find this topic fascinating.,0.455,0.185,0.6601146077286789,,0.43732139211339754
20260824T124421Z_dryrun,b4962d8e-d309-40fc-9183-af9e295184db,emobank_captured_moments_22417_22430,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.438516+00:00,2026-08-24T12:44:22.438524+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,captured_moments_22417_22430,train,4.1,3.8,3.2,"""I love you.""",0.5499999999999998,0.3999999999999999,0.4603171644550003,,0.6519202405202648
20260824T124421Z_dryrun,d6cf444d-832e-413c-a0f6-d3b765a55a49,emobank_Nathans_Bylichka_3531_3576,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.438516+00:00,2026-08-24T12:44:22.438524+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,Nathans_Bylichka_3531_3576,train,3.8,3.8,3.5,Even the city feels alive when spring comes.”,0.3999999999999999,0.3999999999999999,0.3162277660168379,,0.6576473218982952
20260824T124421Z_dryrun,0579e0ec-552c-4c9b-84e9-d831053529eb,emobank_defenders5_31_47,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.443990+00:00,2026-08-24T12:44:22.443996+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,defenders5_31_47,test,2.0,3.57,2.71,ALASKA EMERGENCY,-0.5,0.2849999999999999,-0.9985195471971505,,1.1341186004999653
20260824T124421Z_dryrun,81b78c7e-6d7c-42e1-bdd4-34a2c40a9b11,emobank_hotel-california_27718_27751,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.443990+00:00,2026-08-24T12:44:22.443996+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,hotel-california_27718_27751,train,2.2,3.6,2.6,I was discouraged and frustrated.,-0.3999999999999999,0.3,-0.9838699100999075,,1.0547511554864493
20260824T124421Z_dryrun,572d1be0-047a-42a4-954e-d2af0e63485c,emobank_cable_spool_fort_116_125,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.443990+00:00,2026-08-24T12:44:22.443996+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,cable_spool_fort_116_125,train,1.6,3.9,3.6,You suck.,-0.7,0.4499999999999999,-0.9942070475658493,,1.3892443989449805
20260824T124421Z_dryrun,5aa39089-8e21-4c22-a6ef-6ceba9ec3896,emobank_detroit_9593_9753,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.443990+00:00,2026-08-24T12:44:22.443996+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,detroit_9593_9753,train,2.3,3.8,3.1,"You think I'm kidding, but I couldn't be more serious -- that Honda is a visceral reminder for people of how the American consumer has left Detroit in the dust.",-0.3500000000000001,0.3999999999999999,-0.925546956205677,,1.0700467279516348
20260824T124421Z_dryrun,ef5448ef-6e26-4407-b1cf-d48c7f7982e8,emobank_WhereToHongKong_59648_59721,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.443990+00:00,2026-08-24T12:44:22.443996+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,WhereToHongKong_59648_59721,train,3.0,2.33,2.83,Dr. Sun Yat-sen (1866–1925) began his political career in Canton.,0.0,-0.3349999999999999,0.4472135954999579,,0.5071735403192875
20260824T124421Z_dryrun,e1120f87-3707-4e98-a727-4f638e319754,emobank_Nathans_Bylichka_31628_31664,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.443990+00:00,2026-08-24T12:44:22.443996+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,Nathans_Bylichka_31628_31664,test,3.0,2.25,2.75,This place is just a little of both.,0.0,-0.375,0.4472135954999579,,0.5153882032022076
20260824T124421Z_dryrun,e2bd9aaf-7ed0-4342-a3b1-278f0e055fd2,emobank_NYTnewswire9_5598_5682,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.443990+00:00,2026-08-24T12:44:22.443996+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,NYTnewswire9_5598_5682,test,2.78,3.22,3.22,"He said that they had split the atom and that we were going to drop an atomic bomb,""",-0.1100000000000001,0.1100000000000001,-0.9486832980505138,,0.7083078426785914
20260824T124421Z_dryrun,a31547cc-512f-49dd-a058-d523893be9be,emobank_SemEval_1271,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.443990+00:00,2026-08-24T12:44:22.443996+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,SemEval_1271,train,3.14,3.0,3.14,"Beauticians cut, curl, offer stroke-prevention info",0.07,0.0,0.8944271909999157,,0.4973932046178355
20260824T124421Z_dryrun,1b4044a9-db63-4d07-928c-30ec4a8fd721,emobank_detroit_16320_16354,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.443990+00:00,2026-08-24T12:44:22.443996+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,detroit_16320_16354,train,2.9,3.8,3.2,Don't forget about the back taxes!,-0.05,0.3999999999999999,-0.5547001962252291,,0.85146931829632
20260824T124421Z_dryrun,65b26090-50e0-4ad3-ba01-9b24f99917a8,emobank_audubon1_7168_7287,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.443990+00:00,2026-08-24T12:44:22.443996+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,audubon1_7168_7287,train,2.7,3.8,3.0,"First,sign and return your Petition to the Secretary of Agriculture immediately, to declare a firm and resounding “NO!”",-0.1499999999999999,0.3999999999999999,-0.732793491626299,,0.9192388155425116
20260824T124421Z_dryrun,3664e66d-6781-4783-bd26-6878699699a6,emobank_110CYL072_836_851,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.443990+00:00,2026-08-24T12:44:22.443996+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,110CYL072_836_851,train,3.87,3.25,3.5,Goodwill works.,0.435,0.125,0.7361279138773746,,0.3805916446797013
20260824T124421Z_dryrun,5d91b7ea-3ae9-4486-8ea0-d9195400298b,emobank_detroit_16391_16421,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.443990+00:00,2026-08-24T12:44:22.443996+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,detroit_16391_16421,train,3.91,3.37,3.0,I find this topic fascinating.,0.455,0.185,0.6601146077286789,,0.43732139211339754
20260824T124421Z_dryrun,a343f910-7983-4384-a837-d3e669ef83ec,emobank_captured_moments_22417_22430,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.443990+00:00,2026-08-24T12:44:22.443996+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,captured_moments_22417_22430,train,4.1,3.8,3.2,"""I love you.""",0.5499999999999998,0.3999999999999999,0.4603171644550003,,0.6519202405202648
20260824T124421Z_dryrun,a1ed6ebd-ec8a-46ca-860f-3ecfa24535bd,emobank_Nathans_Bylichka_3531_3576,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,system_v1,b0a252a7475fe37e14227254d199e4327164cab8660532dbf44ec358ac15ec94,affective_reception_v1,7cfd8fd9fd57a77eba5151ab200b2d8e1cd26599ae047252d9a68e2395ee090a,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:44:22.443990+00:00,2026-08-24T12:44:22.443996+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,Nathans_Bylichka_3531_3576,train,3.8,3.8,3.5,Even the city feels alive when spring comes.”,0.3999999999999999,0.3999999999999999,0.3162277660168379,,0.6576473218982952
