run_id,request_id,stimulus_id,baseline_id,source_dataset,annotation_perspective,model_provider,model_id,condition,repetition,temperature,top_p,seed,prompt_id,prompt_hash,parsed_valence,parsed_arousal,raw_response_text,parse_status,failure_reason,request_timestamp_utc,response_timestamp_utc,latency_ms,code_commit,config_hash,baseline_V,baseline_A,delta_V,delta_A,R,id,split,V,A,D,text,V_reader_scaled,A_reader_scaled,DA,DA_excluded_reason
20260824T123430Z_dryrun,269efa24-f385-4a49-a118-2a6bfb3d754f,emobank_110CYL072_836_851,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,affective_reception,1,0.0,1.0,42,affective_reception_v1,f5b6243c49f1c886d43ba550d4dd4c40b912ea09510846edf9fa32ffee056370,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:34:30.912359+00:00,2026-08-24T12:34:30.912370+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,110CYL072_836_851,train,3.87,3.25,3.5,Goodwill works.,0.435,0.125,0.7361279138773746,
20260824T123430Z_dryrun,f42aed09-2a57-44b8-963c-3ee59e709d37,emobank_detroit_16391_16421,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,affective_reception,1,0.0,1.0,42,affective_reception_v1,f5b6243c49f1c886d43ba550d4dd4c40b912ea09510846edf9fa32ffee056370,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:34:30.912359+00:00,2026-08-24T12:34:30.912370+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,detroit_16391_16421,train,3.91,3.37,3.0,I find this topic fascinating.,0.455,0.185,0.6601146077286789,
20260824T123430Z_dryrun,347452eb-80e6-453c-b4f1-cd07d5e68fe3,emobank_captured_moments_22417_22430,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,affective_reception,1,0.0,1.0,42,affective_reception_v1,f5b6243c49f1c886d43ba550d4dd4c40b912ea09510846edf9fa32ffee056370,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:34:30.912359+00:00,2026-08-24T12:34:30.912370+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,captured_moments_22417_22430,train,4.1,3.8,3.2,"""I love you.""",0.5499999999999998,0.3999999999999999,0.4603171644550003,
20260824T123430Z_dryrun,2093ba17-2821-40c6-96d1-305b546dba59,emobank_Nathans_Bylichka_3531_3576,baseline_gpt-4o_rep01,EmoBank,reader,dummy_provider,gpt-4o,affective_reception,1,0.0,1.0,42,affective_reception_v1,f5b6243c49f1c886d43ba550d4dd4c40b912ea09510846edf9fa32ffee056370,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:34:30.912359+00:00,2026-08-24T12:34:30.912370+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,Nathans_Bylichka_3531_3576,train,3.8,3.8,3.5,Even the city feels alive when spring comes.”,0.3999999999999999,0.3999999999999999,0.3162277660168379,
20260824T123430Z_dryrun,8aaafdff-ac43-4bce-a38f-1aa7d595853e,emobank_defenders5_31_47,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,affective_reception_v1,f5b6243c49f1c886d43ba550d4dd4c40b912ea09510846edf9fa32ffee056370,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:34:30.917040+00:00,2026-08-24T12:34:30.917047+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,defenders5_31_47,test,2.0,3.57,2.71,ALASKA EMERGENCY,-0.5,0.2849999999999999,-0.9985195471971505,
20260824T123430Z_dryrun,5a0ddb8d-3925-4c2e-b189-f2d02d817bc2,emobank_hotel-california_27718_27751,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,affective_reception_v1,f5b6243c49f1c886d43ba550d4dd4c40b912ea09510846edf9fa32ffee056370,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:34:30.917040+00:00,2026-08-24T12:34:30.917047+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,hotel-california_27718_27751,train,2.2,3.6,2.6,I was discouraged and frustrated.,-0.3999999999999999,0.3,-0.9838699100999075,
20260824T123430Z_dryrun,a3b26bbe-6cae-4048-9d5f-d61cfcc740c5,emobank_cable_spool_fort_116_125,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,affective_reception_v1,f5b6243c49f1c886d43ba550d4dd4c40b912ea09510846edf9fa32ffee056370,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:34:30.917040+00:00,2026-08-24T12:34:30.917047+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,cable_spool_fort_116_125,train,1.6,3.9,3.6,You suck.,-0.7,0.4499999999999999,-0.9942070475658493,
20260824T123430Z_dryrun,946acc4c-8d1a-4ead-a2f5-89a913f0125f,emobank_detroit_9593_9753,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,affective_reception_v1,f5b6243c49f1c886d43ba550d4dd4c40b912ea09510846edf9fa32ffee056370,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:34:30.917040+00:00,2026-08-24T12:34:30.917047+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,detroit_9593_9753,train,2.3,3.8,3.1,"You think I'm kidding, but I couldn't be more serious -- that Honda is a visceral reminder for people of how the American consumer has left Detroit in the dust.",-0.3500000000000001,0.3999999999999999,-0.925546956205677,
20260824T123430Z_dryrun,088a4b17-c121-4967-a961-931102331985,emobank_WhereToHongKong_59648_59721,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,affective_reception_v1,f5b6243c49f1c886d43ba550d4dd4c40b912ea09510846edf9fa32ffee056370,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:34:30.917040+00:00,2026-08-24T12:34:30.917047+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,WhereToHongKong_59648_59721,train,3.0,2.33,2.83,Dr. Sun Yat-sen (1866–1925) began his political career in Canton.,0.0,-0.3349999999999999,0.4472135954999579,
20260824T123430Z_dryrun,68275020-fea6-43bb-82f9-e78a417180b2,emobank_Nathans_Bylichka_31628_31664,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,affective_reception_v1,f5b6243c49f1c886d43ba550d4dd4c40b912ea09510846edf9fa32ffee056370,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:34:30.917040+00:00,2026-08-24T12:34:30.917047+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,Nathans_Bylichka_31628_31664,test,3.0,2.25,2.75,This place is just a little of both.,0.0,-0.375,0.4472135954999579,
20260824T123430Z_dryrun,0c84ad89-af6a-4a37-aaf5-51c5e110b240,emobank_NYTnewswire9_5598_5682,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,affective_reception_v1,f5b6243c49f1c886d43ba550d4dd4c40b912ea09510846edf9fa32ffee056370,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:34:30.917040+00:00,2026-08-24T12:34:30.917047+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,NYTnewswire9_5598_5682,test,2.78,3.22,3.22,"He said that they had split the atom and that we were going to drop an atomic bomb,""",-0.1100000000000001,0.1100000000000001,-0.9486832980505138,
20260824T123430Z_dryrun,f25720a8-1c51-4b0e-bd03-e4a681fc97a2,emobank_SemEval_1271,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,affective_reception_v1,f5b6243c49f1c886d43ba550d4dd4c40b912ea09510846edf9fa32ffee056370,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:34:30.917040+00:00,2026-08-24T12:34:30.917047+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,SemEval_1271,train,3.14,3.0,3.14,"Beauticians cut, curl, offer stroke-prevention info",0.07,0.0,0.8944271909999157,
20260824T123430Z_dryrun,47b66b66-9a9d-4875-bcbf-ee725af9c675,emobank_detroit_16320_16354,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,affective_reception_v1,f5b6243c49f1c886d43ba550d4dd4c40b912ea09510846edf9fa32ffee056370,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:34:30.917040+00:00,2026-08-24T12:34:30.917047+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,detroit_16320_16354,train,2.9,3.8,3.2,Don't forget about the back taxes!,-0.05,0.3999999999999999,-0.5547001962252291,
20260824T123430Z_dryrun,8185f6bb-dad4-418d-bab1-253af8e15858,emobank_audubon1_7168_7287,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,affective_reception_v1,f5b6243c49f1c886d43ba550d4dd4c40b912ea09510846edf9fa32ffee056370,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:34:30.917040+00:00,2026-08-24T12:34:30.917047+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,audubon1_7168_7287,train,2.7,3.8,3.0,"First,sign and return your Petition to the Secretary of Agriculture immediately, to declare a firm and resounding “NO!”",-0.1499999999999999,0.3999999999999999,-0.732793491626299,
20260824T123430Z_dryrun,98392eac-9cf9-41dd-bad0-19d12afaea2c,emobank_110CYL072_836_851,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,affective_reception_v1,f5b6243c49f1c886d43ba550d4dd4c40b912ea09510846edf9fa32ffee056370,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:34:30.917040+00:00,2026-08-24T12:34:30.917047+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,110CYL072_836_851,train,3.87,3.25,3.5,Goodwill works.,0.435,0.125,0.7361279138773746,
20260824T123430Z_dryrun,a8be6a35-e000-4d9b-9c35-7ad0cd5f69c3,emobank_detroit_16391_16421,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,affective_reception_v1,f5b6243c49f1c886d43ba550d4dd4c40b912ea09510846edf9fa32ffee056370,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:34:30.917040+00:00,2026-08-24T12:34:30.917047+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,detroit_16391_16421,train,3.91,3.37,3.0,I find this topic fascinating.,0.455,0.185,0.6601146077286789,
20260824T123430Z_dryrun,9be3258a-a3cf-423b-b03f-4950bb5f0b88,emobank_captured_moments_22417_22430,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,affective_reception_v1,f5b6243c49f1c886d43ba550d4dd4c40b912ea09510846edf9fa32ffee056370,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:34:30.917040+00:00,2026-08-24T12:34:30.917047+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,captured_moments_22417_22430,train,4.1,3.8,3.2,"""I love you.""",0.5499999999999998,0.3999999999999999,0.4603171644550003,
20260824T123430Z_dryrun,f1feb2e3-14c4-4498-8e7f-0d3bc5a89736,emobank_Nathans_Bylichka_3531_3576,baseline_claude-3-5-sonnet_rep01,EmoBank,reader,dummy_provider,claude-3-5-sonnet,affective_reception,1,0.0,1.0,42,affective_reception_v1,f5b6243c49f1c886d43ba550d4dd4c40b912ea09510846edf9fa32ffee056370,0.5,-0.25,"{""valence"": 7.0, ""arousal"": 4.0}",success,,2026-08-24T12:34:30.917040+00:00,2026-08-24T12:34:30.917047+00:00,100,unknown,019a3af679a1b44aabb19b1dfc632e71fbc2f5ef015b6bd9ca25f9f8503a3040,0.0,0.0,0.5,-0.25,0.5590169943749475,Nathans_Bylichka_3531_3576,train,3.8,3.8,3.5,Even the city feels alive when spring comes.”,0.3999999999999999,0.3999999999999999,0.3162277660168379,
